,zipcode,local
1100,4790,Reuland
1101,4791,Thommen
1102,4800,Petit-Rechain
1103,4800,Ensival
1104,4800,VERVIERS
1105,4800,Lambermont
1106,4800,Polleur
1107,4801,Stembert
1108,4802,Heusy
1109,4820,DISON
1110,4821,Andrimont
1111,4830,LIMBOURG
1112,4831,Bilstain
1113,4834,Goé
1114,4837,Membach
1115,4837,BAELEN
1116,4840,WELKENRAEDT
1117,4841,Henri-Chapelle
1118,4845,Sart-Lez-Spa
1119,4845,JALHAY
1120,4850,Moresnet
1121,4850,PLOMBIÈRES
1122,4850,Montzen
1123,4851,Gemmenich
1124,4851,Sippenaeken
1125,4852,Hombourg
1126,4860,PEPINSTER
1127,4860,Wegnez
1128,4860,Cornesse
1129,4861,Soiron
1130,4870,Fraipont
1131,4870,Forêt
1132,4870,TROOZ
1133,4870,Nessonvaux
1134,4877,OLNE
1135,4880,AUBEL
1136,4890,Clermont
1137,4890,Thimister
1138,4890,THIMISTER-CLERMONT
1139,4900,SPA
1140,4910,La Reid
1141,4910,THEUX
1142,4910,Polleur
1143,4920,Ernonheid
1144,4920,AYWAILLE
1145,4920,Louveigné
1146,4920,Harzé
1147,4920,Sougné-Remouchamps
1148,4950,Sourbrodt
1149,4950,Faymonville
1150,4950,WAIMES
1151,4950,Robertville
1152,4960,Bellevaux-Ligneuville
1153,4960,MALMEDY
1154,4960,Bevercé
1155,4970,STAVELOT
1156,4970,Francorchamps
1157,4980,Wanne
1158,4980,TROIS-PONTS
1159,4980,Fosse
1160,4983,Basse-Bodeux
1161,4987,STOUMONT
1162,4987,Lorcé
1163,4987,Chevron
1164,4987,Rahier
1165,4987,La Gleize
1166,4990,Bra
1167,4990,Arbrefontaine
1168,4990,LIERNEUX
1169,5000,Beez
1170,5000,NAMUR
1171,5001,Belgrade
1172,5002,Saint-Servais
1173,5003,Saint-Marc
1174,5004,Bouge
1175,5010,SA SudPresse
1176,5012,Parlement Wallon
1177,5020,Flawinne
1178,5020,Daussoulx
1179,5020,Champion
1180,5020,Vedrin
1181,5020,Malonne
1182,5020,Suarlée
1183,5020,Temploux
1184,5021,Boninne
1185,5022,Cognelée
1186,5024,Gelbressée
1187,5024,Marche-Les-Dames
1188,5030,Grand-Manil
1189,5030,Beuzet
1190,5030,GEMBLOUX
1191,5030,Ernage
1192,5030,Lonzée
1193,5030,Sauvenière
1194,5031,Grand-Leez
1195,5032,Bossière
1196,5032,Mazy
1197,5032,Bothey
1198,5032,Corroy-Le-Château
1199,5032,Isnes
1200,5060,Velaine-Sur-Sambre
1201,5060,Auvelais
1202,5060,SAMBREVILLE
1203,5060,Keumiée
1204,5060,Moignelée
1205,5060,Falisolle
1206,5060,Tamines
1207,5060,Arsimont
1208,5070,Le Roux
1209,5070,FOSSES-LA-VILLE
1210,5070,Sart-Saint-Laurent
1211,5070,Sart-Eustache
1212,5070,Aisemont
1213,5070,Vitrival
1214,5080,Warisoulx
1215,5080,Rhisnes
1216,5080,LA BRUYÈRE
1217,5080,Villers-Lez-Heest
1218,5080,Emines
1219,5081,Saint-Denis-Bovesse
1220,5081,Bovesse
1221,5081,Meux
1222,5100,Wierde
1223,5100,Naninne
1224,5100,Wépion
1225,5100,Dave
1226,5100,Jambes
1227,5101,Erpent
1228,5101,Loyers
1229,5101,Lives-Sur-Meuse
1230,5140,SOMBREFFE
1231,5140,Ligny
1232,5140,Boignée
1233,5140,Tongrinne
1234,5150,Soye
1235,5150,Floriffoux
1236,5150,Franière
1237,5150,FLOREFFE
1238,5170,Arbre
1239,5170,Bois-De-Villers
1240,5170,Lustin
1241,5170,Lesve
1242,5170,PROFONDEVILLE
1243,5170,Rivière
1244,5190,Saint-Martin
1245,5190,Mornimont
1246,5190,Ham-Sur-Sambre
1247,5190,JEMEPPE-SUR-SAMBRE
1248,5190,Moustier-Sur-Sambre
1249,5190,Balâtre
1250,5190,Spy
1251,5190,Onoz
1252,5300,Bonneville
1253,5300,Seilles
1254,5300,Namêche
1255,5300,Maizeret
1256,5300,Sclayn
1257,5300,Vezin
1258,5300,Coutisse
1259,5300,Landenne
1260,5300,Thon
1261,5300,ANDENNE
1262,5310,Boneffe
1263,5310,Waret-La-Chaussée
1264,5310,Longchamps
1265,5310,EGHEZÉE
1266,5310,Bolinne
1267,5310,Upigny
1268,5310,Saint-Germain
1269,5310,Hanret
1270,5310,Aische-En-Refail
1271,5310,Branchon
1272,5310,Leuze
1273,5310,Liernu
1274,5310,Noville-Sur-Mehaigne
1275,5310,Mehaigne
1276,5310,Dhuy
1277,5310,Taviers
1278,5330,Maillen
1279,5330,ASSESSE
1280,5330,Sart-Bernard
1281,5332,Crupet
1282,5333,Sorinne-La-Longue
1283,5334,Florée
1284,5336,Courrière
1285,5340,Sorée
1286,5340,Mozet
1287,5340,GESVES
1288,5340,Faulx-Les-Tombes
1289,5340,Haltinne
1290,5350,OHEY
1291,5350,Evelette
1292,5351,Haillot
1293,5352,Perwez-Haillot
1294,5353,Goesnes
1295,5354,Jallet
1296,5360,HAMOIS
1297,5360,Natoye
1298,5361,Scy
1299,5361,Mohiville
1300,5362,Achet
1301,5363,Emptinne
1302,5364,Schaltin
1303,5370,Jeneffe
1304,5370,Flostoy
1305,5370,Barvaux-Condroz
1306,5370,HAVELANGE
1307,5370,Porcheresse
1308,5370,Verlée
1309,5372,Méan
1310,5374,Maffe
1311,5376,Miécret
1312,5377,Noiseux
1313,5377,SOMME-LEUZE
1314,5377,Hogne
1315,5377,Sinsin
1316,5377,Waillet
1317,5377,Heure
1318,5377,Baillonville
1319,5377,Nettinne
1320,5377,Bonsin
1321,5380,Tillier
1322,5380,Marchovelette
1323,5380,Franc-Waret
1324,5380,Forville
1325,5380,Noville-Les-Bois
1326,5380,Bierwart
1327,5380,Hingeon
1328,5380,Hemptinne
1329,5380,Cortil-Wodon
1330,5380,FERNELMONT
1331,5380,Pontillas
1332,5500,Furfooz
1333,5500,Falmignoul
1334,5500,Falmagne
1335,5500,DINANT
1336,5500,Anseremme
1337,5500,Bouvignes-Sur-Meuse
1338,5500,Dréhance
1339,5501,Lisogne
1340,5502,Thynes
1341,5503,Sorinnes
1342,5504,Foy-Notre-Dame
1343,5520,ONHAYE
1344,5520,Anthée
1345,5521,Serville
1346,5522,Falaën
1347,5523,Weillen
1348,5523,Sommière
1349,5524,Gérin
1350,5530,YVOIR
1351,5530,Houx
1352,5530,Godinne
1353,5530,Durnal
1354,5530,Evrehailles
1355,5530,Spontin
1356,5530,Mont
1357,5530,Dorinne
1358,5530,Purnode
1359,5537,Annevoie-Rouillon
1360,5537,ANHÉE
1361,5537,Denée
1362,5537,Sosoye
1363,5537,Haut-Le-Wastia
1364,5537,Warnant
1365,5537,Bioul
1366,5540,HASTIÈRE
1367,5540,Hastière-Lavaux
1368,5540,Hermeton-Sur-Meuse
1369,5540,Waulsort
1370,5541,Hastière-Par-Delà
1371,5542,Blaimont
1372,5543,Heer
1373,5544,Agimont
1374,5550,Alle
1375,5550,Bagimont
1376,5550,VRESSE-SUR-SEMOIS
1377,5550,Chairière
1378,5550,Sugny
1379,5550,Mouzaive
1380,5550,Membre
1381,5550,Laforêt
1382,5550,Nafraiture
1383,5550,Orchimont
1384,5550,Bohan
1385,5550,Pussemange
1386,5555,Monceau-En-Ardenne
1387,5555,Naomé
1388,5555,Gros-Fays
1389,5555,Petit-Fays
1390,5555,BIÈVRE
1391,5555,Graide
1392,5555,Baillamont
1393,5555,Oizy
1394,5555,Bellefontaine
1395,5555,Cornimont
1396,5560,Hulsonniaux
1397,5560,Ciergnon
1398,5560,Mesnil-Saint-Blaise
1399,5560,HOUYET
1400,5560,Finnevaux
1401,5560,Mesnil-Eglise
1402,5561,Celles
1403,5562,Custinne
1404,5563,Hour
1405,5564,Wanlin
1406,5570,Feschaux
1407,5570,Honnay
1408,5570,Vonêche
1409,5570,Baronville
1410,5570,Wancennes
1411,5570,Javingue
1412,5570,Dion
1413,5570,Winenne
1414,5570,Felenne
1415,5570,BEAURAING
1416,5571,Wiesme
1417,5572,Focant
1418,5573,Martouzin-Neuville
1419,5574,Pondrôme
1420,5575,Louette-Saint-Denis
1421,5575,Louette-Saint-Pierre
1422,5575,Malvoisin
1423,5575,Vencimont
1424,5575,Patignies
1425,5575,Sart-Custinne
1426,5575,Bourseigne-Vieille
1427,5575,Rienne
1428,5575,Willerzie
1429,5575,GEDINNE
1430,5575,Bourseigne-Neuve
1431,5575,Houdremont
1432,5576,Froidfontaine
1433,5580,Lavaux-Sainte-Anne
1434,5580,ROCHEFORT
1435,5580,Eprave
1436,5580,Ave-Et-Auffe
1437,5580,Lessive
1438,5580,Villers-Sur-Lesse
1439,5580,Mont-Gauthier
1440,5580,Wavreille
1441,5580,Han-Sur-Lesse
1442,5580,Buissonville
1443,5580,Jemelle
1444,5589,Jemelle
1445,5590,Sovet
1446,5590,CINEY
1447,5590,Serinchamps
1448,5590,Achêne
1449,5590,Braibant
1450,5590,Haversin
1451,5590,Leignon
1452,5590,Chevetogne
1453,5590,Conneux
1454,5590,Pessoux
1455,5600,Neuville
1456,5600,Villers-En-Fagne
1457,5600,Jamagne
1458,5600,Omezée
1459,5600,Fagnolle
1460,5600,Sart-En-Fagne
1461,5600,Roly
1462,5600,Romedenne
1463,5600,Franchimont
1464,5600,Vodecée
1465,5600,Sautour
1466,5600,Merlemont
1467,5600,PHILIPPEVILLE
1468,5600,Jamiolle
1469,5600,Samart
1470,5600,Villers-Le-Gambon
1471,5600,Surice
1472,5620,Morville
1473,5620,Flavion
1474,5620,FLORENNES
1475,5620,Rosée
1476,5620,Corenne
1477,5620,Hemptinne-Lez-Florennes
1478,5620,Saint-Aubin
1479,5621,Morialmé
1480,5621,Thy-Le-Baudouin
1481,5621,Hanzinelle
1482,5621,Hanzinne
1483,5630,Villers-Deux-Eglises
1484,5630,Soumoy
1485,5630,Silenrieux
1486,5630,Senzeilles
1487,5630,Daussois
1488,5630,CERFONTAINE
1489,5640,Biesme
1490,5640,Graux
1491,5640,Saint-Gérard
1492,5640,Biesmerée
1493,5640,Oret
1494,5640,METTET
1495,5641,Furnaux
1496,5644,Ermeton-Sur-Biert
1497,5646,Stave
1498,5650,Clermont
1499,5650,Fontenelle
1500,5650,Fraire
1501,5650,Chastrès
1502,5650,Castillon
1503,5650,Pry
1504,5650,WALCOURT
1505,5650,Vogenée
1506,5650,Yves-Gomezée
1507,5651,Rognée
1508,5651,Thy-Le-Château
1509,5651,Gourdinne
1510,5651,Somzée
1511,5651,Tarcienne
1512,5651,Berzée
1513,5651,Laneffe
1514,5660,COUVIN
1515,5660,Mariembourg
1516,5660,Presgaux
1517,5660,Cul-Des-Sarts
1518,5660,Pesche
1519,5660,Petite-Chapelle
1520,5660,Brûly-De-Pesche
1521,5660,Boussu-En-Fagne
1522,5660,Brûly
1523,5660,Dailly
1524,5660,Frasnes
1525,5660,Aublain
1526,5660,Pétigny
1527,5660,Gonrieux
1528,5670,Nismes
1529,5670,Mazée
1530,5670,Dourbes
1531,5670,Treignes
1532,5670,Le Mesnil
1533,5670,Oignies-En-Thiérache
1534,5670,Vierves-Sur-Viroin
1535,5670,Olloy-Sur-Viroin
1536,5670,VIROINVAL
1537,5680,Matagne-La-Grande
1538,5680,DOISCHE
1539,5680,Gimnée
1540,5680,Soulme
1541,5680,Vodelée
1542,5680,Niverlée
1543,5680,Gochenée
1544,5680,Romerée
1545,5680,Vaucelles
1546,5680,Matagne-La-Petite
1547,6000,CHARLEROI
1548,6001,Marcinelle
1549,6010,Couillet
1550,6020,Dampremy
1551,6030,Marchienne-Au-Pont
1552,6030,Goutroux
1553,6031,Monceau-Sur-Sambre
1554,6032,Mont-Sur-Marchienne
1555,6040,Jumet
1556,6041,Gosselies
1557,6042,Lodelinsart
1558,6043,Ransart
1559,6044,Roux
1560,6060,Gilly
1561,6061,Montignies-Sur-Sambre
1562,6075,CSM Charleroi X
1563,6099,Charleroi X
1564,6110,MONTIGNY-LE-TILLEUL
1565,6111,Landelies
1566,6120,Marbaix
1567,6120,Cour-Sur-Heure
1568,6120,HAM-SUR-HEURE
1569,6120,Jamioulx
1570,6120,Nalinnes
1571,6140,FONTAINE-L'EVÊQUE
1572,6141,Forchies-La-Marche
1573,6142,Leernes
1574,6150,ANDERLUES
1575,6180,COURCELLES
1576,6181,Gouy-Lez-Piéton
1577,6182,Souvret
1578,6183,Trazegnies
1579,6200,CHÂTELET
1580,6200,Châtelineau
1581,6200,Bouffioulx
1582,6210,Frasnes-Lez-Gosselies
1583,6210,Rèves
1584,6210,LES BONS VILLERS
1585,6210,Villers-Perwin
1586,6210,Wayaux
1587,6211,Mellet
1588,6220,Lambusart
1589,6220,FLEURUS
1590,6220,Heppignies
1591,6220,Wangenies
1592,6221,Saint-Amand
1593,6222,Brye
1594,6223,Wagnelée
1595,6224,Wanfercée-Baulet
1596,6230,PONT-À-CELLES
1597,6230,Buzet
1598,6230,Viesville
1599,6230,Thiméon
1600,6230,Obaix
1601,6238,Luttre
1602,6238,Liberchies
1603,6240,Pironchamps
1604,6240,FARCIENNES
1605,6250,AISEAU-PRESLES
1606,6250,Roselies
1607,6250,Pont-De-Loup
1608,6250,Presles
1609,6250,Aiseau
1610,6280,Acoz
1611,6280,Villers-Poterie
1612,6280,GERPINNES
1613,6280,Gougnies
1614,6280,Loverval
1615,6280,Joncret
1616,6440,Fourbechies
1617,6440,Boussu-Lez-Walcourt
1618,6440,FROIDCHAPELLE
1619,6440,Vergnies
1620,6441,Erpion
1621,6460,CHIMAY
1622,6460,Bailièvre
1623,6460,Saint-Remy
1624,6460,Salles
1625,6460,Robechies
1626,6460,Villers-La-Tour
1627,6461,Virelles
1628,6462,Vaulx-Lez-Chimay
1629,6463,Lompret
1630,6464,Bourlers
1631,6464,Rièzes
1632,6464,L'Escaillère
1633,6464,Baileux
1634,6464,Forges
1635,6470,Grandrieu
1636,6470,SIVRY-RANCE
1637,6470,Rance
1638,6470,Sautin
1639,6470,Montbliart
1640,6470,Sivry
1641,6500,BEAUMONT
1642,6500,Solre-Saint-Géry
1643,6500,Thirimont
1644,6500,Leugnies
1645,6500,Renlies
1646,6500,Barbençon
1647,6500,Leval-Chaudeville
1648,6511,Strée
1649,6530,Leers-Et-Fosteau
1650,6530,THUIN
1651,6531,Biesme-Sous-Thuin
1652,6532,Ragnies
1653,6533,Biercée
1654,6534,Gozée
1655,6536,Thuillies
1656,6536,Donstiennes
1657,6540,LOBBES
1658,6540,Mont-Sainte-Geneviève
1659,6542,Sars-La-Buissière
1660,6543,Bienne-Lez-Happart
1661,6560,Grand-Reng
1662,6560,Solre-Sur-Sambre
1663,6560,Montignies-Saint-Christophe
1664,6560,Bersillies-L'Abbaye
1665,6560,ERQUELINNES
1666,6560,Hantes-Wihéries
1667,6567,Labuissière
1668,6567,MERBES-LE-CHÂTEAU
1669,6567,Merbes-Sainte-Marie
1670,6567,Fontaine-Valmont
1671,6590,MOMIGNIES
1672,6591,Macon
1673,6592,Monceau-Imbrechies
1674,6593,Macquenoise
1675,6594,Beauwelz
1676,6596,Forge-Philippe
1677,6596,Seloignes
1678,6600,Wardin
1679,6600,BASTOGNE
1680,6600,Longvilly
1681,6600,Noville
1682,6600,Villers-La-Bonne-Eau
1683,6630,MARTELANGE
1684,6637,FAUVILLERS
1685,6637,Tintange
1686,6637,Hollange
1687,6640,Sibret
1688,6640,VAUX-SUR-SÛRE
1689,6640,Hompré
1690,6640,Vaux-Lez-Rosières
1691,6640,Nives
1692,6640,Morhet
1693,6642,Juseret
1694,6660,Nadrin
1695,6660,HOUFFALIZE
1696,6661,Mont
1697,6661,Tailles
1698,6662,Tavigny
1699,6663,Mabompré
1700,6666,Wibrin
1701,6670,Limerlé
1702,6670,GOUVY
1703,6671,Bovigny
1704,6672,Beho
1705,6673,Cherain
1706,6674,Montleban
1707,6680,Amberloup
1708,6680,Tillet
1709,6680,SAINTE-ODE
1710,6681,Lavacherie
1711,6686,Flamierge
1712,6687,BERTOGNE
1713,6688,Longchamps
1714,6690,Bihain
1715,6690,VIELSALM
1716,6692,Petit-Thier
1717,6698,Grand-Halleux
1718,6700,ARLON
1719,6700,Heinsch
1720,6700,Bonnert
1721,6700,Toernich
1722,6704,Guirsch
1723,6706,Autelbas
1724,6717,ATTERT
1725,6717,Nobressart
1726,6717,Tontelange
1727,6717,Thiaumont
1728,6717,Nothomb
1729,6720,Hachy
1730,6720,HABAY
1731,6720,Habay-La-Neuve
1732,6721,Anlier
1733,6723,Habay-La-Vieille
1734,6724,Rulles
1735,6724,Houdemont
1736,6730,TINTIGNY
1737,6730,Saint-Vincent
1738,6730,Rossignol
1739,6730,Bellefontaine
1740,6740,ETALLE
1741,6740,Villers-Sur-Semois
1742,6740,Sainte-Marie-Sur-Semois
1743,6741,Vance
1744,6742,Chantemelle
1745,6743,Buzenol
1746,6747,Meix-Le-Tige
1747,6747,SAINT-LÉGER
1748,6747,Châtillon
1749,6750,Signeulx
1750,6750,MUSSON
1751,6750,Mussy-La-Ville
1752,6760,Ethe
1753,6760,VIRTON
1754,6760,Bleid
1755,6760,Ruette
1756,6761,Latour
1757,6762,Saint-Mard
1758,6767,Torgny
1759,6767,Lamorteau
1760,6767,Harnoncourt
1761,6767,ROUVROY
1762,6767,Dampicourt
1763,6769,Gérouville
1764,6769,MEIX-DEVANT-VIRTON
1765,6769,Villers-La-Loue
1766,6769,Sommethonne
1767,6769,Robelmont
1768,6780,Hondelange
1769,6780,MESSANCY
1770,6780,Wolkrange
1771,6781,Sélange
1772,6782,Habergy
1773,6790,AUBANGE
1774,6791,Athus
1775,6792,Halanzy
1776,6792,Rachecourt
1777,6800,Moircy
1778,6800,Saint-Pierre
1779,6800,Sainte-Marie-Chevigny
1780,6800,Freux
1781,6800,Recogne
1782,6800,Bras
1783,6800,Remagne
1784,6800,LIBRAMONT-CHEVIGNY
1785,6810,Jamoigne
1786,6810,CHINY
1787,6810,Izel
1788,6811,Les Bulles
1789,6812,Suxy
1790,6813,Termes
1791,6820,FLORENVILLE
1792,6820,Sainte-Cécile
1793,6820,Fontenoille
1794,6820,Muno
1795,6821,Lacuisine
1796,6823,Villers-Devant-Orval
1797,6824,Chassepierre
1798,6830,Poupehan
1799,6830,Les Hayons
1800,6830,Rochehaut
1801,6830,BOUILLON
1802,6831,Noirfontaine
1803,6832,Sensenruth
1804,6833,Ucimont
1805,6833,Vivy
1806,6834,Bellevaux
1807,6836,Dohan
1808,6838,Corbion
1809,6840,Longlier
1810,6840,Tournay
1811,6840,Grapfontaine
1812,6840,Grandvoir
1813,6840,Hamipré
1814,6840,NEUFCHÂTEAU
1815,6850,Carlsbourg
1816,6850,PALISEUL
1817,6850,Offagne
1818,6851,Nollevaux
1819,6852,Maissin
1820,6852,Opont
1821,6853,Framont
1822,6856,Fays-Les-Veneurs
1823,6860,Witry
1824,6860,LÉGLISE
1825,6860,Ebly
1826,6860,Assenois
1827,6860,Mellier
1828,6870,Awenne
1829,6870,SAINT-HUBERT
1830,6870,Arville
1831,6870,Hatrival
1832,6870,Vesqueville
1833,6870,Mirwart
1834,6880,Cugnon
1835,6880,Orgeo
1836,6880,Jehonville
1837,6880,Auby-Sur-Semois
1838,6880,BERTRIX
1839,6887,HERBEUMONT
1840,6887,Saint-Médard
1841,6887,Straimont
1842,6890,Anloy
1843,6890,LIBIN
1844,6890,Villance
1845,6890,Transinne
1846,6890,Ochamps
1847,6890,Smuid
1848,6890,Redu
1849,6900,MARCHE-EN-FAMENNE
1850,6900,On
1851,6900,Aye
1852,6900,Humain
1853,6900,Hargimont
1854,6900,Waha
1855,6900,Roy
1856,6920,Sohier
1857,6920,WELLIN
1858,6921,Chanly
1859,6922,Halma
1860,6924,Lomprez
1861,6927,Resteigne
1862,6927,Bure
1863,6927,Grupont
1864,6927,TELLIN
1865,6929,DAVERDISSE
1866,6929,Porcheresse
1867,6929,Gembes
1868,6929,Haut-Fays
1869,6940,Wéris
1870,6940,Grandhan
1871,6940,Septon
1872,6940,DURBUY
1873,6940,Barvaux-Sur-Ourthe
1874,6941,Tohogne
1875,6941,Villers-Sainte-Gertrude
1876,6941,Bende
1877,6941,Izier
1878,6941,Borlon
1879,6941,Bomal-Sur-Ourthe
1880,6941,Heyd
1881,6950,NASSOGNE
1882,6950,Harsin
1883,6951,Bande
1884,6952,Grune
1885,6953,Forrières
1886,6953,Lesterny
1887,6953,Ambly
1888,6953,Masbourg
1889,6960,Vaux-Chavanne
1890,6960,MANHAY
1891,6960,Odeigne
1892,6960,Harre
1893,6960,Dochamps
1894,6960,Malempré
1895,6960,Grandménil
1896,6970,TENNEVILLE
1897,6971,Champlon
1898,6972,Erneuville
1899,6980,LA ROCHE-EN-ARDENNE
1900,6980,Beausaint
1901,6982,Samrée
1902,6983,Ortho
1903,6984,Hives
1904,6986,Halleux
1905,6987,Beffe
1906,6987,Hodister
1907,6987,Marcourt
1908,6987,RENDEUX
1909,6990,Marenne
1910,6990,HOTTON
1911,6990,Hampteau
1912,6990,Fronville
1913,6997,Soy
1914,6997,EREZÉE
1915,6997,Mormont
1916,6997,Amonines
1917,7000,MONS
1918,7010,SHAPE
1919,7011,Ghlin
1920,7012,Flénu
1921,7012,Jemappes
1922,7020,Maisières
1923,7020,Nimy
1924,7021,Havré
1925,7022,Hyon
1926,7022,Harveng
1927,7022,Harmignies
1928,7022,Mesvin
1929,7022,Nouvelles
1930,7024,Ciply
1931,7030,Saint-Symphorien
1932,7031,Villers-Saint-Ghislain
1933,7032,Spiennes
1934,7033,Cuesmes
1935,7034,Saint-Denis
1936,7034,Obourg
1937,7040,Asquillies
1938,7040,Genly
1939,7040,Quévy-Le-Grand
1940,7040,Bougnies
1941,7040,Aulnois
1942,7040,QUÉVY
1943,7040,Blaregnies
1944,7040,Goegnies-Chaussée
1945,7040,Quévy-Le-Petit
1946,7041,Givry
1947,7041,Havay
1948,7050,Masnuy-Saint-Jean
1949,7050,JURBISE
1950,7050,Erbisoeul
1951,7050,Herchies
1952,7050,Masnuy-Saint-Pierre
1953,7050,Erbaut
1954,7060,Horrues
1955,7060,SOIGNIES
1956,7061,Casteau
1957,7061,Thieusies
1958,7062,Naast
1959,7063,Chaussée-Notre-Dame-Louvignies
1960,7063,Neufvilles
1961,7070,Mignault
1962,7070,Thieu
1963,7070,Ville-Sur-Haine
1964,7070,Gottignies
1965,7070,LE ROEULX
1966,7080,La Bouverie
1967,7080,Eugies
1968,7080,Sars-La-Bruyère
1969,7080,FRAMERIES
1970,7080,Noirchain
1971,7090,Petit-Roeulx-Lez-Braine
1972,7090,Henripont
1973,7090,Hennuyères
1974,7090,Steenkerque
1975,7090,Ronquières
1976,7090,BRAINE-LE-COMTE
1977,7100,Saint-Vaast
1978,7100,Haine-Saint-Paul
1979,7100,Trivières
1980,7100,LA LOUVIÈRE
1981,7100,Haine-Saint-Pierre
1982,7110,Strépy-Bracquegnies
1983,7110,Houdeng-Goegnies
1984,7110,Houdeng-Aimeries
1985,7110,Boussoit
1986,7110,Maurage
1987,7120,Estinnes-Au-Mont
1988,7120,Vellereille-Les-Brayeux
1989,7120,Vellereille-Le-Sec
1990,7120,Haulchin
1991,7120,Peissant
1992,7120,Estinnes-Au-Val
1993,7120,Croix-Lez-Rouveroy
1994,7120,ESTINNES
1995,7120,Fauroeulx
1996,7120,Rouveroy
1997,7130,BINCHE
1998,7130,Battignies
1999,7130,Bray
2000,7131,Waudrez
2001,7133,Buvrinnes
2002,7134,Péronnes-Lez-Binche
2003,7134,Ressaix
2004,7134,Leval-Trahegnies
2005,7134,Epinois
2006,7140,MORLANWELZ
2007,7140,Morlanwelz-Mariemont
2008,7141,Carnières
2009,7141,Mont-Sainte-Aldegonde
2010,7160,CHAPELLE-LEZ-HERLAIMONT
2011,7160,Piéton
2012,7160,Godarville
2013,7170,Bellecourt
2014,7170,MANAGE
2015,7170,Bois-D'Haine
2016,7170,Fayt-Lez-Manage
2017,7170,La Hestre
2018,7180,SENEFFE
2019,7181,Petit-Roeulx-Lez-Nivelles
2020,7181,Feluy
2021,7181,Familleureux
2022,7181,Arquennes
2023,7190,ECAUSSINNES
2024,7190,Ecaussinnes-D'Enghien
2025,7190,Marche-Lez-Ecaussinnes
2026,7191,Ecaussinnes-Lalaing
2027,7300,BOUSSU
2028,7301,Hornu
2029,7320,BERNISSART
2030,7321,Blaton
2031,7321,Harchies
2032,7322,Pommeroeul
2033,7322,Ville-Pommeroeul
2034,7330,SAINT-GHISLAIN
2035,7331,Baudour
2036,7332,Neufmaison
2037,7332,Sirault
2038,7333,Tertre
2039,7334,Hautrage
2040,7334,Villerot
2041,7340,COLFONTAINE
2042,7340,Pâturages
2043,7340,Wasmes
2044,7340,Warquignies
2045,7350,Thulin
2046,7350,Montroeul-Sur-Haine
2047,7350,HENSIES
2048,7350,Hainin
2049,7370,Wihéries
2050,7370,Blaugies
2051,7370,DOUR
2052,7370,Elouges
2053,7380,QUIÉVRAIN
2054,7380,Baisieux
2055,7382,Audregnies
2056,7387,Angreau
2057,7387,Onnezies
2058,7387,Athis
2059,7387,HONNELLES
2060,7387,Autreppe
2061,7387,Montignies-Sur-Roc
2062,7387,Erquennes
2063,7387,Roisin
2064,7387,Angre
2065,7387,Marchipont
2066,7387,Fayt-Le-Franc
2067,7390,Wasmuel
2068,7390,QUAREGNON
2069,7500,Saint-Maur
2070,7500,TOURNAI
2071,7500,Ere
2072,7501,Orcq
2073,7502,Esplechin
2074,7503,Froyennes
2075,7504,Froidmont
2076,7506,Willemeau
2077,7510,3 Suisses
2078,7511,Vitrine Magique
2079,7512,Yves Rocher
2080,7513,Yves Rocher
2081,7520,Templeuve
2082,7520,Ramegnies-Chin
2083,7521,Chercq
2084,7522,Marquain
2085,7522,Hertain
2086,7522,Lamain
2087,7522,Blandain
2088,7530,Gaurain-Ramecroix
2089,7531,Havinnes
2090,7532,Béclers
2091,7533,Thimougies
2092,7534,Barry
2093,7534,Maulde
2094,7536,Vaulx
2095,7538,Vezon
2096,7540,Quartes
2097,7540,Kain
2098,7540,Rumillies
2099,7540,Melles
2100,7542,Mont-Saint-Aubert
2101,7543,Mourcourt
2102,7548,Warchin
2103,7600,PÉRUWELZ
2104,7601,Roucourt
2105,7602,Bury
2106,7603,Bon-Secours
2107,7604,Brasménil
2108,7604,Baugnies
2109,7604,Wasmes-Audemez-Briffoeil
2110,7604,Braffe
2111,7604,Callenelle
2112,7608,Wiers
2113,7610,RUMES
2114,7611,La Glanerie
2115,7618,Taintignies
2116,7620,Hollain
2117,7620,BRUNEHAUT
2118,7620,Wez-Velvain
2119,7620,Jollain-Merlin
2120,7620,Guignies
2121,7620,Bléharies
2122,7621,Lesdain
2123,7622,Laplaigne
2124,7623,Rongy
2125,7624,Howardries
2126,7640,Péronnes-Lez-Antoing
2127,7640,Maubray
2128,7640,ANTOING
2129,7641,Bruyelle
2130,7642,Calonne
2131,7643,Fontenoy
2132,7700,Luingne
2133,7700,MOUSCRON
2134,7711,Dottignies
2135,7712,Herseaux
2136,7730,Bailleul
2137,7730,Néchin
2138,7730,ESTAIMPUIS
2139,7730,Saint-Léger
2140,7730,Evregnies
2141,7730,Estaimbourg
2142,7730,Leers-Nord
2143,7740,Warcoing
2144,7740,PECQ
2145,7742,Hérinnes-Lez-Pecq
2146,7743,Esquelmes
2147,7743,Obigies
2148,7750,Anseroeul
2149,7750,Orroir
2150,7750,Russeignies
2151,7750,Amougies
2152,7750,MONT-DE-L'ENCLUS
2153,7760,Popuelles
2154,7760,Escanaffles
2155,7760,Velaines
2156,7760,Molenbaix
2157,7760,CELLES
2158,7760,Pottes
2159,7780,Comines
2160,7780,COMINES-WARNETON
2161,7781,Houthem
2162,7782,Ploegsteert
2163,7783,Bizet
2164,7784,Warneton
